Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Medication,Precaution_1,Precaution_2,Precaution_3,Precaution_4,All_Symptoms,Symptoms_with_Severity
Diabetes , fatigue, weight_loss, restlessness, lethargy,,have balanced diet,exercise,consult doctor,follow up,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy']","[(' fatigue', 4), (' weight_loss', 3), (' restlessness', 5), (' lethargy', 2)]"
Diabetes , fatigue, weight_loss, restlessness, lethargy,,have balanced diet,exercise,consult doctor,follow up,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy']","[(' fatigue', 4), (' weight_loss', 3), (' restlessness', 5), (' lethargy', 2)]"
Diabetes , fatigue, weight_loss, restlessness, lethargy,,have balanced diet,exercise,consult doctor,follow up,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy']","[(' fatigue', 4), (' weight_loss', 3), (' restlessness', 5), (' lethargy', 2)]"
Diabetes , fatigue, weight_loss, restlessness, lethargy,,have balanced diet,exercise,consult doctor,follow up,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy']","[(' fatigue', 4), (' weight_loss', 3), (' restlessness', 5), (' lethargy', 2)]"
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' sunken_eyes', ' dehydration', ' diarrhoea']","[(' vomiting', 5), (' sunken_eyes', 3), (' dehydration', 4), (' diarrhoea', 6)]"
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' sunken_eyes', ' dehydration', ' diarrhoea']","[(' vomiting', 5), (' sunken_eyes', 3), (' dehydration', 4), (' diarrhoea', 6)]"
Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' sunken_eyes', ' dehydration', ' diarrhoea', nan]","[(' sunken_eyes', 3), (' dehydration', 4), (' diarrhoea', 6)]"
Gastroenteritis, vomiting, dehydration, diarrhoea,,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' dehydration', ' diarrhoea', nan]","[(' vomiting', 5), (' dehydration', 4), (' diarrhoea', 6)]"
Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' sunken_eyes', ' diarrhoea', nan]","[(' vomiting', 5), (' sunken_eyes', 3), (' diarrhoea', 6)]"
Gastroenteritis, vomiting, sunken_eyes, dehydration,,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' sunken_eyes', ' dehydration', nan]","[(' vomiting', 5), (' sunken_eyes', 3), (' dehydration', 4)]"
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' sunken_eyes', ' dehydration', ' diarrhoea']","[(' vomiting', 5), (' sunken_eyes', 3), (' dehydration', 4), (' diarrhoea', 6)]"
Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' sunken_eyes', ' dehydration', ' diarrhoea', nan]","[(' sunken_eyes', 3), (' dehydration', 4), (' diarrhoea', 6)]"
Gastroenteritis, vomiting, dehydration, diarrhoea,,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' dehydration', ' diarrhoea', nan]","[(' vomiting', 5), (' dehydration', 4), (' diarrhoea', 6)]"
Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' sunken_eyes', ' diarrhoea', nan]","[(' vomiting', 5), (' sunken_eyes', 3), (' diarrhoea', 6)]"
Bronchial Asthma, fatigue, cough, high_fever, breathlessness,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' cough', ' high_fever', ' breathlessness']","[(' fatigue', 4), (' cough', 4), (' high_fever', 7), (' breathlessness', 4)]"
Bronchial Asthma, cough, high_fever, breathlessness, family_history,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' cough', ' high_fever', ' breathlessness', ' family_history']","[(' cough', 4), (' high_fever', 7), (' breathlessness', 4), (' family_history', 5)]"
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' high_fever', ' breathlessness', ' family_history']","[(' fatigue', 4), (' high_fever', 7), (' breathlessness', 4), (' family_history', 5)]"
Bronchial Asthma, fatigue, cough, breathlessness, family_history,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' cough', ' breathlessness', ' family_history']","[(' fatigue', 4), (' cough', 4), (' breathlessness', 4), (' family_history', 5)]"
Bronchial Asthma, fatigue, cough, high_fever, family_history,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' cough', ' high_fever', ' family_history']","[(' fatigue', 4), (' cough', 4), (' high_fever', 7), (' family_history', 5)]"
Bronchial Asthma, fatigue, cough, high_fever, breathlessness,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' cough', ' high_fever', ' breathlessness']","[(' fatigue', 4), (' cough', 4), (' high_fever', 7), (' breathlessness', 4)]"
Bronchial Asthma, fatigue, cough, high_fever, breathlessness,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' cough', ' high_fever', ' breathlessness']","[(' fatigue', 4), (' cough', 4), (' high_fever', 7), (' breathlessness', 4)]"
Bronchial Asthma, fatigue, cough, high_fever, breathlessness,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' cough', ' high_fever', ' breathlessness']","[(' fatigue', 4), (' cough', 4), (' high_fever', 7), (' breathlessness', 4)]"
Bronchial Asthma, cough, high_fever, breathlessness, family_history,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' cough', ' high_fever', ' breathlessness', ' family_history']","[(' cough', 4), (' high_fever', 7), (' breathlessness', 4), (' family_history', 5)]"
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' high_fever', ' breathlessness', ' family_history']","[(' fatigue', 4), (' high_fever', 7), (' breathlessness', 4), (' family_history', 5)]"
Hypertension , headache, chest_pain, dizziness, loss_of_balance,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' chest_pain', ' dizziness', ' loss_of_balance']","[(' headache', 3), (' chest_pain', 7), (' dizziness', 4), (' loss_of_balance', 4)]"
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,,meditation,salt baths,reduce stress,get proper sleep,"[' chest_pain', ' dizziness', ' loss_of_balance', ' lack_of_concentration']","[(' chest_pain', 7), (' dizziness', 4), (' loss_of_balance', 4), (' lack_of_concentration', 3)]"
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' dizziness', ' loss_of_balance', ' lack_of_concentration']","[(' headache', 3), (' dizziness', 4), (' loss_of_balance', 4), (' lack_of_concentration', 3)]"
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' chest_pain', ' loss_of_balance', ' lack_of_concentration']","[(' headache', 3), (' chest_pain', 7), (' loss_of_balance', 4), (' lack_of_concentration', 3)]"
Hypertension , headache, chest_pain, dizziness, lack_of_concentration,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' chest_pain', ' dizziness', ' lack_of_concentration']","[(' headache', 3), (' chest_pain', 7), (' dizziness', 4), (' lack_of_concentration', 3)]"
Hypertension , headache, chest_pain, dizziness, loss_of_balance,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' chest_pain', ' dizziness', ' loss_of_balance']","[(' headache', 3), (' chest_pain', 7), (' dizziness', 4), (' loss_of_balance', 4)]"
Hypertension , headache, chest_pain, dizziness, loss_of_balance,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' chest_pain', ' dizziness', ' loss_of_balance']","[(' headache', 3), (' chest_pain', 7), (' dizziness', 4), (' loss_of_balance', 4)]"
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,,meditation,salt baths,reduce stress,get proper sleep,"[' chest_pain', ' dizziness', ' loss_of_balance', ' lack_of_concentration']","[(' chest_pain', 7), (' dizziness', 4), (' loss_of_balance', 4), (' lack_of_concentration', 3)]"
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' dizziness', ' loss_of_balance', ' lack_of_concentration']","[(' headache', 3), (' dizziness', 4), (' loss_of_balance', 4), (' lack_of_concentration', 3)]"
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' chest_pain', ' loss_of_balance', ' lack_of_concentration']","[(' headache', 3), (' chest_pain', 7), (' loss_of_balance', 4), (' lack_of_concentration', 3)]"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision']","[(' acidity', 3), (' indigestion', 5), (' headache', 3), (' blurred_and_distorted_vision', 5)]"
Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger']","[(' indigestion', 5), (' headache', 3), (' blurred_and_distorted_vision', 5), (' excessive_hunger', 4)]"
Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger']","[(' acidity', 3), (' headache', 3), (' blurred_and_distorted_vision', 5), (' excessive_hunger', 4)]"
Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' blurred_and_distorted_vision', ' excessive_hunger']","[(' acidity', 3), (' indigestion', 5), (' blurred_and_distorted_vision', 5), (' excessive_hunger', 4)]"
Migraine, acidity, indigestion, headache, excessive_hunger,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' headache', ' excessive_hunger']","[(' acidity', 3), (' indigestion', 5), (' headache', 3), (' excessive_hunger', 4)]"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision']","[(' acidity', 3), (' indigestion', 5), (' headache', 3), (' blurred_and_distorted_vision', 5)]"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision']","[(' acidity', 3), (' indigestion', 5), (' headache', 3), (' blurred_and_distorted_vision', 5)]"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision']","[(' acidity', 3), (' indigestion', 5), (' headache', 3), (' blurred_and_distorted_vision', 5)]"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision']","[(' acidity', 3), (' indigestion', 5), (' headache', 3), (' blurred_and_distorted_vision', 5)]"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision']","[(' acidity', 3), (' indigestion', 5), (' headache', 3), (' blurred_and_distorted_vision', 5)]"
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,"['Pain relievers', 'Muscle relaxants', 'Physical therapy', 'Neck braces', 'Corticosteroids']",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"[' back_pain', ' weakness_in_limbs', ' neck_pain', ' dizziness']","[(' back_pain', 3), (' weakness_in_limbs', 7), (' neck_pain', 5), (' dizziness', 4)]"
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,"['Pain relievers', 'Muscle relaxants', 'Physical therapy', 'Neck braces', 'Corticosteroids']",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"[' back_pain', ' weakness_in_limbs', ' neck_pain', ' dizziness']","[(' back_pain', 3), (' weakness_in_limbs', 7), (' neck_pain', 5), (' dizziness', 4)]"
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,"['Pain relievers', 'Muscle relaxants', 'Physical therapy', 'Neck braces', 'Corticosteroids']",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"[' weakness_in_limbs', ' neck_pain', ' dizziness', ' loss_of_balance']","[(' weakness_in_limbs', 7), (' neck_pain', 5), (' dizziness', 4), (' loss_of_balance', 4)]"
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,"['Pain relievers', 'Muscle relaxants', 'Physical therapy', 'Neck braces', 'Corticosteroids']",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"[' back_pain', ' neck_pain', ' dizziness', ' loss_of_balance']","[(' back_pain', 3), (' neck_pain', 5), (' dizziness', 4), (' loss_of_balance', 4)]"
